PuzzleId,Rating,FEN,Moves,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
MF0h6,1441,r4r1k/6pp/3p2p1/Q7/2nP2P1/P1P2P2/K1P1P2P/3R1B1R b - - 0 22,a8a5 e2e3 a5a3 a2b1 f8b8 b1c1 a3a1,75,88,422,mate mateIn4 middlegame veryLong,https://lichess.org/qfKHDT48#43,
eS8Vh,1441,6rk/3P1Qpp/p7/1p6/4P3/P7/1q4PP/2q2R1K w - - 0 37,f7g8 h8g8 d7d8q,74,98,3629,advancedPawn attraction endgame mate mateIn2 promotion short,https://lichess.org/Lt46FhkU/black#72,
h1SSJ,1441,5rk1/p5p1/2Q4p/4r3/7q/2N5/PPP2bPP/R4R1K b - - 0 25,h4h2 h1h2 e5h5,75,96,605,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/z3IBWTXZ#49,
4VJCH,1441,6k1/pR6/6K1/3r3p/1P3P2/6p1/7r/8 w - - 0 42,b7b8 d5d8 b8d8,93,85,54,endgame mate mateIn2 rookEndgame short,https://lichess.org/xPZR6zef/black#82,
Uboyw,1442,r5k1/pp3r1p/6pB/2p1Q3/8/2N5/Pq3PPP/2R3K1 b - - 0 22,b2f2 g1h1 f2f1 c1f1 f7f1,77,95,26902,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/Vk0XDXLP#43,
GLx1j,1442,2r1k3/R7/1p2Np2/7p/4P1nP/5K2/1RP3r1/8 b - - 2 26,g2f2 f3g3 c8c3,76,97,22851,endgame mate mateIn2 short,https://lichess.org/9CtqJ143#51,
6mHvT,1442,r1b1k2r/4p3/n1p1N1pp/p3p1N1/Pp6/1Pb3B1/5PPP/3R1K1R w kq - 0 20,d1d8,78,84,767,mate mateIn1 middlegame oneMove,https://lichess.org/Dx1ccUwz/black#38,
KQWyQ,1442,5rrk/2RR2p1/6Qp/5P2/p7/7P/1q4P1/6K1 w - - 0 36,g6h6 g7h6 d7h7,76,94,3793,endgame mate mateIn2 sacrifice short,https://lichess.org/3n6zoGMc/black#70,
11Ff4,1442,5rk1/pp2Rppp/8/3P4/8/5Q2/Pq4PP/2r2R1K w - - 3 26,f3f7 f8f7 e7e8 f7f8 e8f8,74,96,6163,endgame long mate mateIn3 sacrifice,https://lichess.org/rW3O37R3/black#50,
dJmbj,1442,4k3/P7/2p2Q2/2Pp1Pp1/R5K1/4B3/7q/5r2 b - - 4 43,h2h4,77,93,1407,endgame master mate mateIn1 oneMove,https://lichess.org/DA28cE1o#85,
gkp9L,1443,r1k2r2/pppb1q2/8/4Q3/3n4/3P3P/PP3PP1/1KR1R3 w - - 0 25,e5c7,92,66,385,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/4wVCL7qx/black#48,
u0Xhy,1443,8/7p/kpQ5/3p4/P3p3/7P/1q4PK/8 w - - 0 39,c6a8,76,74,189,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/Sb8ux4Ai/black#76,
yZeIV,1443,b7/5k2/1pqb1rp1/p1p2PRp/P1Pp2pP/1P1P2P1/3Q3K/2B3R1 b - - 0 68,d6g3 h2g3 c6f3 g3h2 f3h3,76,84,315,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/FXpC6rdj#135,
OJafP,1443,r3k2r/ppqn1pp1/2p2np1/3p4/3P4/P1NBPQ2/1P3PP1/R1B2RK1 b kq - 0 14,c7h2,455,54,2,mate mateIn1 middlegame oneMove,https://lichess.org/uVmSR8dd#27,Slav_Defense Slav_Defense_Other_variations
AROCW,1443,5rk1/1q2p1bp/p2p2pB/2p5/5Q2/2P5/PP4PP/5RK1 w - - 4 27,f4f8 g7f8 f1f8,75,94,2847,endgame mate mateIn2 short,https://lichess.org/bnYnPC1M/black#52,
h52U0,1443,8/6k1/3p2p1/2P2P1p/2p1pK1P/2P1P3/6r1/2R5 b - - 0 39,g2g4,76,97,2769,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/9Sm4gjxu#77,
DuOTm,1444,5rk1/Q3pp2/3p2p1/3P3p/2p1n1PP/4q2N/2P1B1P1/R4K2 b - - 1 28,e4g3 f1e1 e3e2,75,98,2812,mate mateIn2 middlegame short,https://lichess.org/r615iGyN#55,
MsYCs,1444,5R2/P7/8/5p2/7p/5kP1/7K/r7 b - - 0 49,h4g3 h2h3 a1h1,75,90,721,endgame mate mateIn2 rookEndgame short,https://lichess.org/xYQkxEcR#97,
BcwrY,1444,5rk1/p1pn1ppp/1r6/8/B1b1q3/1P3NbP/PB1PP3/R2Q1KR1 b - - 3 17,e4f3,75,92,1278,mate mateIn1 middlegame oneMove pin,https://lichess.org/ueyNz96y#33,Grob_Opening Grob_Opening_Other_variations
OCfBv,1444,5r1k/4Q1bp/3p3q/3Bp3/8/1PP3RP/8/6K1 w - - 2 36,e7f8 g7f8 g3g8,75,93,3030,endgame mate mateIn2 sacrifice short,https://lichess.org/FAg4lcHZ/black#70,
EOyJ8,1444,rn2k2r/1b3pp1/4p2p/1p2q2n/7Q/2N5/PPP3PP/2KR1B1R w kq - 0 17,d1d8,80,72,181,master mate mateIn1 oneMove opening,https://lichess.org/MMyqNFij/black#32,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
921cN,1444,5k2/ppR5/5PrN/7p/P3n3/7P/7K/8 w - - 3 51,c7c8,76,88,955,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/lMwqCT5t/black#100,
atIyb,1444,8/kp6/p3Q3/3P2p1/2P2b2/1P1P4/P3R2q/4K3 b - - 17 38,h2g1,78,86,331,endgame mate mateIn1 oneMove,https://lichess.org/MDkLgrjJ#75,
s8j7Y,1444,5r1k/5ppp/5N2/6q1/8/Pp1n4/1B5Q/5R1K w - - 2 34,h2h7,484,57,7,mate mateIn1 middlegame oneMove,https://lichess.org/U8e6f8W6/black#66,
8nGIQ,1444,2b5/r6k/1p1Q1B2/p1pP4/P1KpP3/4q3/1PP3P1/R7 b - - 4 33,c8a6,75,96,4331,endgame mate mateIn1 oneMove,https://lichess.org/OVWk4K9n#65,
ZyQPh,1444,5k2/5q2/1N4p1/8/3Q4/1P1P2P1/P3r1BP/6K1 b - - 5 47,e2e1 g2f1 f7f1,128,82,23,endgame mate mateIn2 short,https://lichess.org/Jh9bTm8B#93,
Tbyhg,1444,5r1k/1pp3pp/p7/1P1Q4/P7/4q1P1/5bP1/4RR1K b - - 0 24,e3h6 d5h5 h6h5,74,84,2085,endgame mate mateIn2 short,https://lichess.org/dSj8J3N6#47,
hffHO,1444,1q3k2/rb3r1p/p5p1/1p6/3Q4/2P3P1/PP3PP1/4R1K1 w - - 2 34,d4h8,78,88,174,endgame mate mateIn1 oneMove,https://lichess.org/fANzxWmu/black#66,
HBd1t,1445,2r2k2/p2n1ppp/4p3/Q7/2qPP3/Rbp2PP1/3n3P/2R1NBK1 b - - 3 24,c4f1,77,86,437,kingsideAttack master masterVsMaster mate mateIn1 middlegame oneMove,https://lichess.org/EneHqptK#47,
5eH57,1445,6k1/5p1p/3bpQp1/3p4/3P2N1/1q2P2P/6P1/7K w - - 2 40,g4h6 g8f8 f6f7,79,97,24287,endgame mate mateIn2 short,https://lichess.org/C2DpMqk7/black#78,
li21T,1445,r4r1k/pp3pp1/2p2B1p/3pP2Q/4nP2/4q3/P5PP/2R2R1K w - - 2 21,h5h6 h8g8 h6g7,97,68,68,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/cvqRHgOY/black#40,
MOcgB,1445,4rrk1/p1p2ppp/2p5/8/1q2R3/5Q2/PPP2PPP/4R1K1 b - - 0 19,b4e1 e4e1 e8e1,86,84,1830,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/RSmhXH7u#37,
RNz1A,1446,6k1/pp3pp1/5n2/3p2q1/3P2p1/1P2P3/P5K1/1BQ4r w - - 0 28,c1c8 f6e8 c8e8,79,73,101,endgame mate mateIn2 short,https://lichess.org/IKr32jUV/black#54,
fbEXv,1446,2r2k2/pp3p1p/6r1/2bp4/3Q4/1P3N2/PBq2PPP/4R1K1 w - - 12 26,d4h8 g6g8 b2g7,75,79,151,clearance mate mateIn2 middlegame short,https://lichess.org/8GkrnOQP/black#50,
RrJWz,1446,r1b3nr/p1p1k2p/3b2p1/3QN3/4p3/8/PPPP1PqP/R1B1K2R w KQ - 6 14,d5f7 e7d8 e5c6,76,81,219,mate mateIn2 opening short,https://lichess.org/5v7qRM0R/black#26,Italian_Game Italian_Game_Rousseau_Gambit
v4oN6,1446,3r2k1/pp3R1p/n5pQ/4p3/8/P1P1p3/2P3PP/7K b - - 0 25,d8d1 f7f1 d1f1,137,82,61,backRankMate endgame mate mateIn2 short,https://lichess.org/lvqLuoU8#49,
NzX9W,1446,rnb2rk1/1q3ppp/3Qp3/6B1/4nP1P/8/PPP3P1/2KR1B1R w - - 0 15,d6f8 g8f8 d1d8,77,95,23412,attraction kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/j9F0r3tY/black#28,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
GCQJz,1446,r2qkr2/ppp1np2/3b2p1/3N2Pp/3BPp2/3P1B1b/PPP4P/R2QK2R w KQq - 2 15,d5f6,431,33,5,mate mateIn1 oneMove opening,https://lichess.org/4HQhFzSB/black#28,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
eErex,1446,1rr5/6kp/5pP1/2p5/2Q1P3/1P4p1/3qN3/1K4R1 w - - 0 35,c4f7 g7h6 f7h7 h6g5 g1g3,76,92,3581,endgame long mate mateIn3,https://lichess.org/KAjUV2zy/black#68,
qFxpm,1446,1r4k1/5pnp/p3p1p1/4P3/QrRpB3/8/5PPP/1R4K1 b - - 0 29,b4b1 e4b1 b8b1 c4c1 b1c1 a4d1 c1d1,448,57,10,backRankMate mate mateIn4 middlegame veryLong,https://lichess.org/acHjlGuf#57,
8uFyL,1447,4r1k1/pp4pp/n5n1/8/8/1P2qQP1/PB5P/5R1K w - - 0 26,f3f7 g8h8 f7g7,76,94,2433,mate mateIn2 middlegame short,https://lichess.org/X3zYxdx9/black#50,
x82od,1447,4Q3/8/5p2/5k1p/p6P/1qP2KP1/8/8 w - - 5 57,e8e4,77,90,745,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/Nk5NM0DM/black#112,
pmM0J,1447,rnb2rk1/ppp2ppp/4p3/8/2qPQ3/5N2/2B3PP/1R1K3R w - - 0 15,e4h7,138,50,11,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/pnEojDgq/black#28,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
o1koW,1447,2R5/pp3r2/5p2/1k1Np3/1P6/2P2n2/P7/2K5 w - - 0 42,c8c5 b5a4 c5a5,76,86,362,endgame mate mateIn2 short,https://lichess.org/Ls4wpo1v/black#82,
FPeEC,1447,4N1k1/R2b1pbp/6p1/2Q5/2P1r3/3p4/4BPPP/5K2 b - - 0 28,d3e2 f1e1 g7c3,75,99,1924,advancedPawn mate mateIn2 middlegame short,https://lichess.org/Q1Lfry4N#55,
SW8xc,1447,6k1/p4p2/2R5/1p1B3p/3p2bP/3P2P1/PPP2r2/2K5 b - - 0 28,f2f1 c1d2 f1d1,263,43,8,endgame mate mateIn2 short,https://lichess.org/vl3cbgNN#55,
Oa8jN,1447,rn2r1k1/p1b2pp1/1p3q1p/3b4/3P4/3B1N2/PPQ2PPP/4RRK1 w - - 0 17,e1e8,78,86,312,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/eKt0WcPj/black#32,Petrovs_Defense Petrovs_Defense_Other_variations
3AytP,1447,r5rb/3n3k/2b4p/p2pPq2/1ppP3Q/P3B1R1/1PP4P/3NR1K1 w - - 0 29,h4h6,76,95,8030,mate mateIn1 middlegame oneMove,https://lichess.org/3nxACITw/black#56,
zpuEg,1448,r3k2r/1p2pp2/p1np3p/6p1/4P1P1/2q3B1/P1PN2P1/R2QKB1R b KQkq - 0 16,c3g3 e1e2 c6d4,76,94,14193,hangingPiece mate mateIn2 middlegame short,https://lichess.org/38tQtZB6#31,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
LiZuW,1448,5rk1/3Br2p/p5p1/1p6/2bQq3/P1P5/1P1R2PP/3R2K1 b - - 15 34,e4e1 d1e1 e7e1,76,100,143,master mate mateIn2 middlegame sacrifice short,https://lichess.org/cqQe9sGz#67,
XsMxe,1448,rn1q1rk1/pp3p1p/2pp1ppQ/8/3P4/5b2/PPP1PPP1/R3KB1R w KQ - 0 13,h6h7,190,38,11,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/FgFzmWw8/black#24,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
edjAe,1448,8/6QR/1p4p1/p5k1/P3q3/5PPK/2Pr3P/8 b - - 2 37,e4f5 g3g4 f5f3,78,92,4183,endgame mate mateIn2 short,https://lichess.org/Snop5YkM#73,
LTTJX,1448,6k1/ppp2r1p/4Q3/1P6/8/4Rq2/P1P2P1P/6K1 b - - 3 26,f3f2 g1h1 f2f1,75,95,1658,endgame mate mateIn2 short,https://lichess.org/Hc4Q1rqR#51,
N2UM0,1449,r5k1/r4pPp/5Q2/3p3B/2pP4/8/1q4PP/q4RK1 w - - 0 35,h5f7 a7f7 f6f7,77,93,833,mate mateIn2 middlegame short,https://lichess.org/gYTgWvpP/black#68,
doxGN,1449,2k3r1/ppq2p2/4pQ2/2p5/3p4/3P2P1/PPPB4/R3R1K1 b - - 0 22,c7g3 g1f1 g3g2,75,96,27347,endgame mate mateIn2 short,https://lichess.org/9KsC4ZAq#43,
WOio3,1449,2k5/4R1p1/5n1p/1pP5/p2N3P/3n1BP1/1r6/6K1 w - - 0 46,f3b7 c8d8 d4c6,76,88,216,endgame mate mateIn2 short,https://lichess.org/7DfVMAGa/black#90,
cARQ3,1450,4k3/2R3pp/p3p2r/3q1p2/1Q1n4/7P/P1P2PP1/5R1K b - - 6 31,h6h3 h1g1 d4e2,80,73,96,endgame mate mateIn2 pin short,https://lichess.org/v8d58Vh4#61,
uPHP5,1450,3r1r1k/pR4Rp/8/3Nb2q/4B3/8/P4P1P/6nK w - - 0 24,g7h7 h5h7 b7h7 h8g8 d5e7,194,76,19,fork long mate mateIn3 middlegame,https://lichess.org/gsTboVHf/black#46,
NPX5m,1450,2kr1b1r/p1p3pp/1p2pn2/5qB1/2p5/P1N1PQ2/1P3PPP/3RK3 w - - 6 16,f3a8,78,86,135,mate mateIn1 middlegame oneMove,https://lichess.org/iRjuliGV/black#30,Zukertort_Opening Zukertort_Opening_Black_Mustang_Defense
xNV35,1450,8/5pkp/6p1/5P2/5QP1/6KP/1Pqp4/8 w - - 2 39,f5f6 g7h8 f4b8 c2c8 b8c8,75,94,2350,endgame long mate mateIn3 queenEndgame,https://lichess.org/J0VWkNCJ/black#76,
Jrbz9,1450,2rqk2r/pp2bppp/3p1n2/4N1B1/2Q1b3/8/PPP1BPPP/3R1RK1 w k - 0 14,c4f7,83,69,437,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/h3Lh0rmY/black#26,Nimzowitsch_Defense Nimzowitsch_Defense_Williams_Variation
fFUGl,1450,3b4/p7/3PB1p1/r5P1/4R3/4B1k1/8/6K1 b - - 2 41,a5a1 e3c1 a1c1 e4e1 c1e1,78,92,1216,endgame exposedKing long mate mateIn3,https://lichess.org/iDwYW1oU#81,
2dIJ3,1450,5rk1/p1p2ppp/1pPr4/3n4/8/2q4N/P4QPP/4RR1K w - - 8 23,f2f7 f8f7 e1e8 f7f8 f1f8,86,90,103,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/E046tJaS/black#44,
LXEw2,1451,r4rk1/1pp2pp1/3pb3/p3P1q1/P2P4/4n3/1PQ2P2/2KR3R w - - 0 21,c2h7,282,73,8,mate mateIn1 middlegame oneMove,https://lichess.org/cTx8IVtW/black#40,
szxiI,1451,8/5k2/8/1P3p2/3B3p/2P3q1/P7/6RK b - - 5 44,g3h3,86,85,588,endgame mate mateIn1 oneMove,https://lichess.org/sQh5fG8F#87,
Kvi3i,1451,r2r2k1/2q1b1pn/p2pP1Np/2p1p3/2P1n3/P4QP1/1B3P1P/2R1R1K1 w - - 0 26,f3f7,75,91,1509,master mate mateIn1 middlegame oneMove,https://lichess.org/ezLrKfCN/black#50,
Qyc5r,1451,7R/8/6p1/2pB1pk1/2Pr4/P4K2/1r6/7R b - - 4 54,d4d3,86,80,88,endgame master mate mateIn1 oneMove,https://lichess.org/zYGKxHCP#107,
0WbqY,1451,8/1r3p1p/2k3p1/2p1R3/K1P2P2/1P6/7P/8 b - - 2 40,b7a7,76,89,469,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/yvoV09Np#79,
97rGY,1451,3n1k2/p1q2p1p/1p4pP/2pB2N1/P1Pp4/6p1/1PP3K1/4R3 w - - 0 27,g5h7 f8g8 h7f6 g8h8 e1e8,75,85,327,endgame long mate mateIn3,https://lichess.org/puZRZBmf/black#52,
LxibK,1451,8/5k1p/4p3/5p2/1p1P4/1PnN1P1P/P1PR4/4KRq1 b - - 14 39,g1e3 d2e2 e3e2,74,100,1779,endgame mate mateIn2 short,https://lichess.org/8dUSYnPr#77,
U3QGF,1451,2rq3k/7p/4Q1p1/3B4/2pn4/3p2PP/1P3P2/3R2K1 w - - 3 41,e6e5 d8f6 e5f6,75,82,152,endgame fork mate mateIn2 short,https://lichess.org/nEm3qWWk/black#80,
lJMLW,1452,r4r1k/3qNp1p/p7/1p3b2/7Q/5P2/PP4PP/4R2K w - - 5 30,h4f6,86,73,175,master mate mateIn1 middlegame oneMove,https://lichess.org/gBtr8Adn/black#58,
BOBSW,1452,2r2rk1/1p3p2/4b2p/2qNP3/p1P5/3Q1P2/P1R3P1/2K5 w - - 0 30,d5f6 g8g7 d3h7,95,85,81,mate mateIn2 middlegame short,https://lichess.org/EoiBNiJf/black#58,
Ot2qI,1452,6k1/pp3ppp/8/4p3/q2r3Q/P7/1P3PPP/3R2K1 w - - 0 24,h4d8 d4d8 d1d8 a4e8 d8e8,75,82,267,backRankMate endgame long mate mateIn3 sacrifice xRayAttack,https://lichess.org/2JNM7hDZ/black#46,
Cf4vG,1452,5rk1/1b3p1p/p4QpP/1pn1p3/4P1P1/2q2P2/P1PN4/2KR1R2 b - - 1 25,c5d3 c1b1 c3b2,76,97,22916,mate mateIn2 middlegame pin queensideAttack short,https://lichess.org/H029PMLO#49,
FaEAS,1453,r2r2k1/pb3ppp/1p2p1n1/3qP2Q/P7/R2B3R/1BP2PPP/6K1 b - - 3 22,d5g2,97,67,79,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/NyVqJlO8#43,
HKM65,1453,8/p1Q5/7P/1kNp4/6q1/5N2/5bPK/8 b - - 0 37,g4h5 f3h4 h5h4,75,96,4717,endgame mate mateIn2 short,https://lichess.org/4AAy5arX#73,
oSoYo,1454,5RR1/3r3k/8/p4P1P/2r5/4K3/2p5/8 w - - 0 48,g8h8 h7g7 f5f6,76,95,25166,endgame mate mateIn2 rookEndgame short,https://lichess.org/3EqbjEzY/black#94,
iqFt1,1454,2r2r2/pp3pkp/1q1b4/3R4/8/1P2PQ2/P4PPP/5RK1 w - - 0 18,d5g5 g7h8 f3f6,75,87,283,mate mateIn2 middlegame short,https://lichess.org/yN8TGo1y/black#34,Slav_Defense Slav_Defense_Quiet_Variation
qoZyw,1454,4rR2/2p1r1k1/b2p3p/2nP2p1/2Pq2P1/Ppn2R2/1N2B3/1NK2Q2 w - - 6 42,f3f7 e7f7 f1f7,77,97,17006,mate mateIn2 middlegame short,https://lichess.org/3Lj9CdD4/black#82,
enyWK,1454,r2r2k1/1p3pNp/p2b4/2p5/2P2nq1/1P4P1/PBQ2P1P/3RR2K b - - 4 24,g4f3 h1g1 f3g2,78,76,64,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Q6kT1Def#47,
2OhEm,1454,6k1/3pB1pp/p3p3/1p6/2pPQ1P1/2P2n2/PP3q2/3K4 w - - 1 31,e4a8 g8f7 a8f8 f7g6 f8e8 g6h6 e8h5,76,94,167,endgame mate mateIn4 veryLong,https://lichess.org/V4i6yfF0/black#60,
w02MV,1454,r4r1k/1q4pp/p2pB1n1/3Pb3/1p2p3/2P1N3/PP3P2/R2QK2R w KQ - 0 23,h1h7 h8h7 d1h5,75,95,5395,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/eyYZtfSw/black#44,
fFWDG,1455,3rr2k/pp3pRp/2p5/2p1q3/2P5/8/P1P3QP/6RK w - - 0 28,g7h7 h8h7 g2h3 e5h5 h3h5,74,96,16810,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/xn5Jw8Ba/black#54,
VomtK,1455,2r3k1/1b2b1p1/p3p1Qp/1p1qB3/n2N1P2/4p1PB/PP5P/R2R2K1 b - - 0 26,d5h1,79,87,896,master mate mateIn1 middlegame oneMove,https://lichess.org/tomF4NFz#51,
GwnGR,1455,4r3/6k1/1Q6/3p1pBK/6PP/P1P5/1P2q3/8 b - - 0 45,e2g4,76,89,913,endgame master mate mateIn1 oneMove,https://lichess.org/5VhDZgir#89,
KClmM,1455,r2q1b1r/pp2kBp1/5n2/2p1N2p/3pP3/3P2N1/PPP3PP/R1Bb1RK1 w - - 1 13,g3f5,81,85,1310,mate mateIn1 middlegame oneMove,https://lichess.org/nGDbLiqq/black#24,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
qpN4i,1455,2R5/pp2qBp1/1kp1Q3/3p4/3P2P1/2P3b1/PP6/7K b - - 4 39,e7h4 h1g1 h4h2 g1f1 h2f2,458,82,1,endgame exposedKing long mate mateIn3,https://lichess.org/zkOnStIy#77,
xYb4S,1455,r1bk1bnr/pp1p2pp/5P2/qNpN2B1/1n6/8/P1P1PPPP/1R1QKB1R b K - 0 12,b4d3,77,91,461,doubleCheck mate mateIn1 oneMove opening,https://lichess.org/zvvXOrYE#23,Englund_Gambit Englund_Gambit_Main_Line
5T1ej,1455,r4r2/1bq2kb1/2p5/1pPn3p/p2PQ2P/1P4P1/P4P2/2BRR1K1 w - - 2 33,e4e6,91,70,113,dovetailMate master mate mateIn1 middlegame oneMove,https://lichess.org/SqoYDMdb/black#64,
NGx1P,1455,1k4nr/ppp1bpQp/8/8/5P2/8/PPP1q1PP/1K1R4 w - - 1 20,g7f8 e7d8 f8d8,76,91,1983,endgame mate mateIn2 queensideAttack short,https://lichess.org/OrLaoMEf/black#38,
O3PxY,1456,6k1/p4pb1/2pB3p/2Pb4/8/7q/P3Q1P1/5RK1 b - - 1 31,g7d4 f1f2 h3g2,76,100,114,endgame mate mateIn2 pin short,https://lichess.org/dhUOeSOq#61,
sI9vI,1456,6k1/1p3p1p/3p2p1/pP1Pp3/P3P3/1P2RQPP/2rq3r/1R3BK1 b - - 0 43,h2h1 f3h1 d2e3,76,91,715,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/aiuHZ5ZJ#85,
dkvdL,1456,r1b2bkr/pppp2pp/2n5/4p3/4N2q/5Q2/PPPP1PPP/RNB2RK1 w - - 4 9,f3b3 d7d5 b3d5 c8e6 d5e6,74,97,12308,kingsideAttack long mate mateIn3 opening,https://lichess.org/KhsrBBXk/black#16,Italian_Game Italian_Game_Two_Knights_Defense
ajSUI,1456,1r4kb/p4p2/6p1/3Q4/4p2P/q1P1BP2/N1R5/K2R4 b - - 1 27,h8c3 c2c3 a3b2,77,93,2968,mate mateIn2 middlegame sacrifice short,https://lichess.org/4Qk0K4gX#53,
2qBnM,1456,8/8/8/8/8/8/3Q4/qk1K4 w - - 0 61,d2c2,88,70,55,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/DaXsHvG4/black#120,
GrAYJ,1456,8/p7/1p1R3p/5pkP/PP2r3/5KP1/4r3/5R2 b - - 11 47,e4e3,87,84,863,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/MHA8sVw7#93,
Ma8w2,1456,r2qr2k/ppbb1p2/5n1B/3p1QN1/8/2P5/PP3PPP/R4RK1 w - - 5 19,g5f7 h8g8 f5g6,103,77,18,fork mate mateIn2 middlegame short,https://lichess.org/gpDiZaFo/black#36,French_Defense French_Defense_Tarrasch_Variation
HKwsb,1457,r5k1/2p2p2/7Q/1p1P3R/5pq1/PB5b/1P3Pr1/2R4K b - - 2 30,g2h2 h1h2 g4g2,74,98,473,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/5Yg1wLlu#59,
FIlVU,1457,r1b1k2r/p3npp1/2p4p/2pq4/3pN3/3PQN2/PPP3PP/R3R1K1 w kq - 2 15,e4f6 g7f6 e3e7,74,84,371,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/tF6UILqe/black#28,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
HcwVj,1457,3Q4/6p1/2pprp1k/3b4/6PP/8/5K2/8 w - - 9 51,d8h8 h6g6 h8h5,74,93,5408,endgame mate mateIn2 short,https://lichess.org/XRyeUsex/black#100,
guFmh,1457,1K6/P6r/2kp3P/4p3/2P5/1P2B3/3R1P2/8 b - - 0 54,h7h8,78,87,695,endgame mate mateIn1 oneMove,https://lichess.org/SeO2mxgI#107,
SCVZf,1457,2rk1r2/pQ2n2p/3nq3/2P4B/8/3P4/PP4PP/5RK1 w - - 0 27,f1f8 d6e8 f8e8,78,67,50,hangingPiece mate mateIn2 middlegame short,https://lichess.org/bDi5fphn/black#52,
ghfvK,1458,3kr3/pp1nq1pp/8/bNp5/6Qn/8/PPP2P1B/R4K1R b - - 0 25,e7e1 a1e1 e8e1,75,80,169,master mate mateIn2 middlegame sacrifice short,https://lichess.org/GXqCoCoW#49,
Rexyl,1458,r1b1qk1r/pppnb2p/3pB2p/4p2Q/3PP3/8/PPP2PPP/RN2K2R w KQ - 1 10,h5h6,75,90,311,mate mateIn1 oneMove opening,https://lichess.org/mpFzhUfC/black#18,Philidor_Defense Philidor_Defense_Other_variations
GLz5W,1458,r1b4Q/pp1n1p2/1kP5/1Nb3B1/4B1n1/8/P4qPP/1R2R2K b - - 5 28,f2g1 e1g1 g4f2,88,84,424,kingsideAttack mate mateIn2 middlegame sacrifice short smotheredMate,https://lichess.org/RbQmTtWz#55,
ZKlW2,1458,rn6/pp4rp/8/5Q2/2pq4/7R/PbP3k1/1K6 w - - 0 29,f5f3 g2g1 h3h1,75,78,186,killBoxMate mate mateIn2 middlegame short,https://lichess.org/BNmO1zwY/black#56,
XpHsx,1458,1Q6/8/4p3/1P2B3/3Pkpp1/4p3/4K1P1/2r5 b - - 0 44,f4f3 g2f3 g4f3,81,87,52,endgame mate mateIn2 short,https://lichess.org/dqclN9iQ#87,
3cL18,1458,5r1r/pppq1p1k/2n2Rpp/8/3P4/1BP1Q3/P2B2P1/bN4K1 w - - 0 23,e3h6 h7g8 h6g6,148,88,10,deflection mate mateIn2 middlegame pin short,https://lichess.org/QF21JZ7I/black#44,
I7g8P,1458,Q3n1k1/3p1ppp/4r3/8/8/r7/PqP2PPP/R3R1K1 w - - 0 25,a8e8 e6e8 e1e8,77,94,452,backRankMate mate mateIn2 middlegame short xRayAttack,https://lichess.org/FGYyCMNB/black#48,
rIVzt,1458,8/pp1Q4/8/6p1/1Pk1rq2/P5R1/3p2PK/8 w - - 1 51,d7d3,81,87,1448,endgame mate mateIn1 oneMove,https://lichess.org/4IGjCT3t/black#100,
HAzzZ,1458,r2qkb1r/pppn1ppp/2np4/4N1P1/2B1P2P/2NP4/PPP2P2/R1BbK2R w KQkq - 0 11,c4f7 e8e7 c3d5,77,93,618,attackingF2F7 mate mateIn2 opening short,https://lichess.org/seMhiq14/black#20,Philidor_Defense Philidor_Defense_Other_variations
