PuzzleId,Rating,FEN,Moves,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
cY3Wx,400,r1b2kB1/pp3p2/3qp3/8/8/P1Q5/1R3PPP/3R2K1 b - - 2 27,d6d1 c3e1 d1e1,114,100,82,hangingPiece mate mateIn2 middlegame short,https://lichess.org/Y9qVVr2P#53,
7qch0,400,3r1r2/2p2pk1/pp4pp/4R3/P7/7Q/5PPP/6K1 b - - 0 29,d8d1 e5e1 d1e1,110,97,392,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/mPnM9ySB#57,
ubxHs,400,7k/p5pp/8/1r6/8/4nKPP/P7/2R5 w - - 0 33,c1c8,111,97,584,backRankMate endgame master mate mateIn1 oneMove,https://lichess.org/z30x4SU5/black#64,
q3e08,400,r2q1rk1/pp1nbppp/2p1p3/3nP3/4Q1PP/3B1N2/PPP2P2/R1B1K2R w KQ - 1 14,e4h7,111,89,212,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/ZPzMsYtD/black#26,Czech_Defense Czech_Defense_Other_variations
SAtvV,400,5r1k/p5pp/2P3r1/5R2/4p2q/4P2P/PP3PP1/R1B3K1 w - - 0 27,f5f8,109,86,964,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/rytM11gz/black#52,
y1Ex9,400,r1b1r3/pp3k2/8/2R5/6np/2P2P2/PP1P2P1/RNB3K1 b - - 0 19,e8e1,112,86,422,mate mateIn1 middlegame oneMove,https://lichess.org/KsTRdg3J#37,
lqSVb,400,2q2r2/Q3ppkp/6p1/8/4N1nP/3R4/P4PP1/2R3K1 b - - 0 21,c8c1 d3d1 c1d1,113,97,447,mate mateIn2 middlegame short,https://lichess.org/cNdgswXh#41,
BprY7,400,8/8/6Rp/4kP1K/6P1/8/1r6/8 b - - 7 53,b2h2,106,95,614,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/O6vDB03k#105,
cZoqj,400,1r4k1/R4p1p/8/2p5/2P5/4R3/1r3PPP/6K1 b - - 0 23,b2b1 e3e1 b1e1,111,91,1258,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/VWpa5YFm#45,
kuET7,400,1k1n1b2/ppp1pprp/q4p2/8/5P2/1PB4P/P1P3P1/1K1R4 w - - 0 20,d1d8,98,87,278,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/0bW6ms6R/black#38,
sw7uM,400,2r3k1/4bpp1/2qp3p/3Bp3/4P3/3P4/1Q3PPP/2R3K1 b - - 0 36,c6c1 b2c1 c8c1,116,94,1044,backRankMate endgame mate mateIn2 short,https://lichess.org/YTddTpb9#71,
5n0Xl,400,r7/p6p/3Q2pk/4p3/3pP3/3P4/2P3PP/4qR1K b - - 2 29,e1f1,102,100,222,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/Z9SX1pnG#57,
EIUxu,400,5rk1/1p4pp/1p6/1q6/3RP3/P1P4P/1P4PQ/5RK1 b - - 0 32,b5f1,103,78,435,endgame mate mateIn1 oneMove,https://lichess.org/7DiETaTl#63,
bDnna,400,3r2k1/pp1r1pp1/5q1p/3p3b/PP1P4/2P1R1P1/5P2/1BR1Q1K1 w - - 0 31,e3e8 d8e8 e1e8,99,64,174,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/LbYP8QTD/black#60,
dRUvG,400,r5k1/2p2p1p/p5pB/8/5Q2/2Pq4/P4PPP/1b3R1K b - - 2 20,d3f1,99,81,574,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/DbMwjgUn#39,
EMtD8,400,6k1/4r1p1/2R3Pp/2p5/2n4K/2P5/3rp1P1/4R3 w - - 1 44,c6c8 d2d8 c8d8 e7e8 d8e8,99,78,245,endgame long mate mateIn3,https://lichess.org/6ZMKBlXo/black#86,
QblKN,400,r1b1r1k1/pp1p1p1p/n1p2qpB/8/2P1R3/8/PPP2PPP/R5K1 w - - 0 17,e4e8,95,93,377,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/vfVXxBSW/black#32,Petrovs_Defense Petrovs_Defense_Italian_Variation
QT71I,400,8/1ppk1p1p/3r4/p3p3/P3Q3/8/1P3PPP/6K1 b - - 0 30,d6d1 e4e1 d1e1,100,87,265,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/htOm6Jqj#59,
8MJad,400,8/5R2/pr2p1p1/1p2p1Pk/7P/5P2/PP6/6K1 w - - 1 30,f7h7,109,94,484,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/CNDrYGBj/black#58,
qCkoV,400,1r4k1/5ppp/5p2/8/pn6/q4N2/P2Q1PPP/K2R4 w - - 4 32,d2d8 b8d8 d1d8,107,87,623,backRankMate endgame master mate mateIn2 sacrifice short,https://lichess.org/qy7skKTP/black#62,
Sr4r0,400,8/5pkp/4p1p1/8/rpRN4/4P3/5PPP/6K1 b - - 2 30,a4a1 c4c1 a1c1,110,81,1381,backRankMate endgame mate mateIn2 short,https://lichess.org/UK63Nju4#59,
gWqXT,400,6k1/3r1pp1/p1R2B1p/8/1p6/1P2PpP1/5P1P/5K2 b - - 0 32,d7d1,94,68,192,endgame mate mateIn1 oneMove,https://lichess.org/MEZQCM25#63,
5NYqa,400,5rk1/pp3rpp/2p5/8/8/8/PB1Q2PP/R6K b - - 0 26,f7f1 a1f1 f8f1,114,95,898,backRankMate endgame mate mateIn2 short,https://lichess.org/FawgHsdR#51,
pbo8L,400,2k2r2/pp1b3P/4p2Q/3p4/3n2P1/2p4R/P1P5/R2K1B2 b - - 0 26,f8f1,114,94,520,master mate mateIn1 middlegame oneMove,https://lichess.org/tuSfw7p4#51,
Q5pPA,400,2r2bk1/5pp1/p3q1p1/RPprP3/5B2/1P3Q2/4RPPP/6K1 b - - 0 29,d5d1 e2e1 d1e1,99,100,164,backRankMate mate mateIn2 middlegame short,https://lichess.org/Kj5Tqc5T#57,
A5LUi,401,3rk2r/pp3ppp/2p1pn2/4P3/8/2BQ4/qPP2PPP/2KRR3 w k - 1 16,d3d8,102,90,677,mate mateIn1 middlegame oneMove,https://lichess.org/U64Uob1K/black#30,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation
O4sK1,401,3r2r1/p4p1k/2q1pPp1/1p2P3/3P4/PP3R2/1B4PP/6K1 w - - 0 31,f3h3,95,100,154,endgame master mate mateIn1 oneMove,https://lichess.org/fHv7Y6Q6/black#60,
vTC1U,401,r4rk1/ppp4p/3p2p1/3Pb3/2P5/2P4P/P1R3P1/5Q1K b - - 0 22,f8f1,97,100,166,endgame mate mateIn1 oneMove,https://lichess.org/LipxMoCp#43,
l2U7M,401,r4rk1/1p1b1pp1/p2b1q1p/3Pp3/1P2Q3/P2B4/5PPP/R1B2RK1 w - - 0 19,e4h7,101,100,207,mate mateIn1 middlegame oneMove,https://lichess.org/hFlHWiRd/black#36,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack
VCzv0,401,r2q2k1/ppp2ppp/4b3/8/5Q2/8/PPP2PPP/R1B3K1 b - - 0 16,d8d1,116,94,314,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/s5UPjQpu#31,Alekhine_Defense Alekhine_Defense_Balogh_Variation
TDN98,401,r5k1/b4ppp/p1N5/3p1bQ1/1P6/2P5/P4qPP/RN2R2K b - - 0 22,f2e1,107,87,332,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/mILGYBVT#43,
WwX78,401,4r2k/8/5R1p/8/1P6/2P5/6PP/7K b - - 0 41,e8e1 f6f1 e1f1,102,60,94,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/IGKuPUJR#81,
Uy0sV,401,r1b3kr/p1n2pb1/3p2P1/1p2p1Pp/3pP2P/3P1QNq/PPP5/R1B2RK1 w - - 0 20,f3f7,101,97,623,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/YVwHqQGu/black#38,
e6mOn,402,6k1/p1B4p/2p2p2/P1Pp2pK/3P2P1/1r5R/8/8 b - - 0 46,b3h3,112,91,709,endgame mate mateIn1 oneMove,https://lichess.org/bDOquTK1#91,
fbPu9,402,5r1k/pp1b2p1/2p4q/3pr3/8/2PB3P/PP1N4/1K3RR1 w - - 0 26,f1f8,114,96,548,mate mateIn1 middlegame oneMove,https://lichess.org/v4FQlfEB/black#50,
2MzHc,402,r4r1k/1p4p1/1qp3Bp/p3p3/P6n/2PPnQ1P/1P1N1RP1/1R4K1 w - - 2 20,f3f8 a8f8 f2f8,105,96,540,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/eo1csElo/black#38,
gLsnV,403,4rr2/5pkP/5p1R/5b2/p2Q1P2/Pp4P1/1P6/K3R3 b - - 0 39,e8e1 d4d1 e1d1,92,100,142,endgame mate mateIn2 short,https://lichess.org/6ECk6EvT#77,
OYHH6,403,k1r5/pp2b3/5p2/4pn2/1P6/P2P1NP1/5PK1/2R4r w - - 0 30,c1c8,94,63,167,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/bFYM58np/black#58,
MUe9q,403,6k1/5pp1/7p/pR3p2/P7/2r1P3/5PPP/6K1 b - - 1 26,c3c1,99,100,197,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/GZ9Q6Zjj#51,
QTxnr,403,8/5pk1/7p/P2R2p1/1r2p3/8/5PPP/6K1 b - - 0 33,b4b1 d5d1 b1d1,105,100,252,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/ZKqDKvPl#65,
MUdPF,403,r4rk1/pp1b3p/1q2pp2/3p3P/3P1n2/bPNQ1N2/P1B2PP1/R3R2K w - - 1 19,d3h7,92,80,148,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/gfnO2RRg/black#36,French_Defense French_Defense_Advance_Variation
wwBAn,404,rn3rBk/pb1p1pb1/1pp1p3/6q1/2PP4/4P3/PPQ2PPP/R4RK1 w - - 0 17,c2h7,113,92,454,mate mateIn1 middlegame oneMove,https://lichess.org/izMZhLy0/black#32,Queens_Pawn_Game Queens_Pawn_Game_Modern_Defense
GPxL5,404,8/Q6p/p2q1ppk/4p3/4P3/1P6/P4PPP/5K2 b - - 0 29,d6d1,95,100,302,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/cp2lkCg4#57,
Q6sVA,404,5q2/kb1QR2p/pp6/2p5/2P5/7P/PP3P1K/R7 b - - 0 29,f8f2,95,68,259,endgame mate mateIn1 oneMove,https://lichess.org/X9qxHA9m#57,
x4ic5,404,3r4/ppk2p1p/2p3b1/8/3r4/5B1P/PPP1R1P1/1K5R b - - 2 23,d4d1 h1d1 d8d1,105,96,276,endgame master masterVsMaster mate mateIn2 queensideAttack short,https://lichess.org/G8gxxoxE#45,
8yuBT,404,r7/1pB2kpp/p4p2/8/1q1b1R2/1P1P4/1P3PPP/4Q1K1 b - - 0 25,b4e1,101,85,863,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/IVv3KyuT#49,
JRWXe,404,5r1k/2Q3pp/p4r2/8/8/1P6/P1PP2PP/6K1 b - - 0 26,f6f1,101,88,299,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/LYGJvlBI#51,
AyRE6,404,6k1/2p3p1/2p3P1/pp3P1p/3P3q/P6P/1PP4K/4R3 w - - 0 37,e1e8,97,100,252,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/MKqiPViF/black#72,
DBFgn,405,2r3k1/5ppp/4p3/3n4/8/pq6/2RK1PPP/8 w - - 0 36,c2c8,100,83,193,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/XI8O6H0i/black#70,
8NiZZ,406,5r1k/pb4pp/2p3q1/1p3R2/8/2P5/P5PP/5R1K w - - 0 32,f5f8,116,92,255,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/yBPq1qrd/black#62,
szCFG,406,6k1/5ppp/8/2np4/1p1q1Pn1/1P1p2P1/2rP1P1P/1RB1Q1K1 w - - 0 31,e1e8,91,100,139,mate mateIn1 middlegame oneMove,https://lichess.org/k7LiRNe1/black#60,
ZG8ip,406,2r5/5RB1/6p1/P5k1/4Bb2/8/1P3PP1/6K1 b - - 0 35,c8c1,107,96,902,endgame mate mateIn1 oneMove,https://lichess.org/FV7JydhV#69,
ogFxH,406,r3r1k1/pBp2ppp/8/1P2q3/3p4/P2P2P1/4QP1P/R3K2R b KQ - 0 18,e5e2,106,94,200,mate mateIn1 middlegame oneMove,https://lichess.org/ndlh2FSx#35,English_Opening English_Opening_Anglo-Indian_Defense
1TZBl,406,6k1/3p1ppp/2p1pn2/2P5/p1b1P3/P3KNrP/8/1R6 w - - 0 29,b1b8 f6e8 b8e8,109,81,1023,backRankMate endgame mate mateIn2 short,https://lichess.org/azgr6VGf/black#56,
G1LEE,407,4nrk1/6pp/4Rp1B/pp1p4/3P4/P5Q1/1r3PPP/6K1 b - - 0 24,b2b1 h6c1 b1c1 e6e1 c1e1,106,84,513,backRankMate endgame long mate mateIn3,https://lichess.org/qpCfBwfR#47,
cQwde,407,8/R4p1k/5Ppp/4P3/4BP2/6BP/p5PK/r2r4 b - - 5 37,d1h1,108,89,455,endgame mate mateIn1 oneMove,https://lichess.org/haVSBvsm#73,
JFkTf,408,3r4/R4p2/8/2P5/4QPkp/5p2/5P1P/7K b - - 0 42,d8d1 e4e1 d1e1,109,78,721,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/YCkcjk0i#83,
nMsyb,408,5R2/1p2n1p1/p6p/2rp1P1k/5R2/6Q1/PP4PP/7K b - - 6 30,c5c1 g3e1 c1e1 f4f1 e1f1,107,96,805,backRankMate endgame long mate mateIn3,https://lichess.org/fShOFqLL#59,
HDJvY,408,rn2q1k1/p1p2ppp/1p3b2/3P4/Q7/5b2/PPPP1PPP/R1B3K1 w - - 0 14,a4e8,97,86,206,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/dxVm7XzU/black#26,Elephant_Gambit Elephant_Gambit_Paulsen_Countergambit
w6nBI,408,2b2r2/7k/p2p2p1/1P1Pp3/4P3/2P3b1/1P4P1/R2B1Q1K b - - 0 39,f8f1,120,79,266,endgame mate mateIn1 oneMove,https://lichess.org/i9ntuphu#77,
Kl8Lb,408,7k/p1p3pp/8/8/4P3/P6P/1r4PK/3R4 w - - 0 35,d1d8,109,85,1030,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/mqF60ZdZ/black#68,
JUxDJ,408,1k1r4/ppp3p1/2b4p/5B2/P4B2/1P6/4RPPP/6K1 b - - 0 27,d8d1 e2e1 d1e1,113,82,642,endgame mate mateIn2 short,https://lichess.org/iz6XaI7y#53,
Ls8uh,408,6k1/5p1p/2rb3B/p6b/2P5/P6P/5PP1/4R1K1 w - - 0 30,e1e8 d6f8 e8f8,99,84,182,endgame mate mateIn2 short,https://lichess.org/D7MZWyZL/black#58,
XfgIc,409,6k1/p4ppp/1b2b3/1Q2P3/3pqB2/8/PP4PP/2N4K w - - 1 28,b5e8,88,69,132,endgame mate mateIn1 oneMove,https://lichess.org/jEODm17O/black#54,
t9V5M,409,6rk/5p1n/2pq1Pp1/4p1P1/1p4RR/3pB2P/1PP4K/r7 w - - 0 35,h4h7 h8h7 g4h4,112,100,303,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/E1926moy/black#68,
tKL6g,410,7k/1p4pp/p3B3/3P4/8/8/PP4PP/2q2R1K b - - 2 24,c1f1,105,95,301,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/qcNRtz0c#47,
KlrzM,410,6k1/5ppp/1p3q2/3r4/3P4/2Pb1N1P/5PP1/4R1K1 w - - 0 29,e1e8,86,66,95,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/o1P4dNdc/black#56,
lPYhl,410,Q1b1k2r/3q1p1p/p3pp2/1p6/4NP2/4b3/PPP3PP/1K3B1R b k - 3 16,d7d1,103,94,117,mate mateIn1 middlegame oneMove,https://lichess.org/evLxt59q#31,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
vIjxm,410,4r3/2p2p1k/p4p1p/8/8/3b2Q1/PP3RPP/4B1K1 b - - 0 29,e8e1 f2f1 e1f1,87,85,149,endgame mate mateIn2 short,https://lichess.org/DQGrFB5I#57,
7F81X,410,5r1k/4Q1pp/2Np4/2pP1r2/P4p2/5P2/1PP1n1PK/R4R2 b - - 0 30,f5h5 e7h4 h5h4,112,91,619,anastasiaMate mate mateIn2 middlegame short,https://lichess.org/Aymwi1VW#59,
ODDak,410,r5k1/p1ppqp2/b1p4p/6pQ/8/2P3B1/P1P2PPP/4R1KR b - - 0 17,e7e1,91,100,149,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4ZQhYmxs#33,Four_Knights_Game Four_Knights_Game_Scotch_Variation_Accepted
YBkKT,410,2R5/1p1r1p1k/1b4b1/4B1pp/1P2P1P1/P1K2P2/7P/8 w - - 0 40,c8h8,108,95,223,endgame master mate mateIn1 oneMove,https://lichess.org/OIv5gmP0/black#78,
QKzS4,411,2k2r2/p6p/1p2p3/8/2P5/8/P5PP/5Q1K b - - 0 36,f8f1,109,90,464,backRankMate endgame master mate mateIn1 oneMove,https://lichess.org/PimCmd9O#71,
UtcEI,411,3R4/6p1/5p1k/7P/p5K1/5P2/8/r7 w - - 2 46,d8h8,97,66,190,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/DXXNKpbo/black#90,
YP3Db,411,8/6Rp/3R4/1p2k3/1P4n1/2r5/5PP1/6K1 b - - 0 36,c3c1 d6d1 c1d1,112,97,690,endgame mate mateIn2 short,https://lichess.org/Pq3PXK5z#71,
8zKAA,411,6k1/pp2rpp1/8/8/2Q3n1/P1PPr2P/B5P1/R5K1 b - - 0 29,e3e1 a1e1 e7e1,108,95,217,endgame mate mateIn2 short,https://lichess.org/B3KP7UVe#57,
lW1ov,411,3r2k1/1b3ppp/1p6/pN6/PP6/2PQr1q1/6P1/3R2K1 w - - 0 29,d3d8 e3e8 d8e8,123,84,257,mate mateIn2 middlegame short,https://lichess.org/rGZ7HeaO/black#56,
UbNdB,411,N4rk1/pb1n2pp/2pb4/1p6/3PR3/7P/PPP3P1/R1B2Q1K b - - 0 18,f8f1,106,94,465,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/6tE0QiyH#35,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation
8Y2hC,412,1r4k1/p4ppp/4p3/2R5/4q3/4P2P/P4PP1/2R3K1 w - - 0 24,c5c8 b8c8 c1c8,98,100,254,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/nPZsnMkG/black#46,
Pnb14,412,3k4/2p5/p6R/8/rP6/3PBbN1/1PP2P2/5K2 b - - 0 38,a4a1 e3c1 a1c1,92,100,98,endgame mate mateIn2 short,https://lichess.org/yQqApw1t#75,
nXVRu,412,2r3k1/5pp1/7p/8/P2RbN2/6P1/5P1P/6K1 b - - 0 34,c8c1 d4d1 c1d1,114,85,1955,endgame mate mateIn2 short,https://lichess.org/z9wig2BQ#67,
gXRoj,412,6k1/pp3r1p/4Rp1B/8/1nnr4/2N3K1/PP4PP/8 w - - 0 26,e6e8 f7f8 e8f8,94,85,235,mate mateIn2 middlegame short,https://lichess.org/mKAl1aOs/black#50,
iunDT,413,rn2kb1r/pQ2pppp/5n2/2p1q3/6b1/2P4N/PP1PBPPP/RNB1K2R b KQkq - 0 7,e5e2,93,68,182,mate mateIn1 oneMove opening,https://lichess.org/iu2q0Weh#13,Sicilian_Defense Sicilian_Defense_Alapin_Variation
wXkQu,414,2R5/1p2rpk1/p2N2p1/8/8/3n4/PP4PP/6K1 b - - 4 29,e7e1,92,100,162,endgame mate mateIn1 oneMove,https://lichess.org/Jn0TVt2R#57,
gO5Ds,414,2r3k1/3R1ppp/p1r5/1p6/8/6P1/PPP4P/2KR4 w - - 2 24,d7d8 c8d8 d1d8,99,100,82,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/55yFHLMq/black#46,
LtNic,415,r1bqkbnr/ppppp3/2n3pp/5pBQ/3P4/4P3/PPP2PPP/RN2KBNR w KQkq - 0 5,h5g6,97,60,158,mate mateIn1 oneMove opening,https://lichess.org/pchHVvLz/black#8,Dutch_Defense Dutch_Defense_Hopton_Attack
GW6xs,415,7k/R5pp/8/8/7P/1P2r1PK/p7/8 w - - 2 44,a7a8 e3e8 a8e8,107,85,384,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/YQ1Ikel3/black#86,
hrEBF,415,4r1k1/pbp2ppp/8/2P1r3/6R1/2Q2P2/PP4PP/4R2K b - - 0 27,e5e1 c3e1 e8e1,92,100,322,backRankMate endgame mate mateIn2 short,https://lichess.org/K6jnGF9q#53,
kXx0G,415,r5k1/5pp1/3R1P2/p5Np/Pp2P2P/1b6/1P4r1/1K1R4 w - - 0 30,d6d8 a8d8 d1d8,95,100,230,endgame master mate mateIn2 short,https://lichess.org/5JgNVIwo/black#58,
vQaKD,415,2r4k/p2bR1bp/3P1pp1/1p6/8/P2n1N1P/B4PPB/1K6 b - - 6 32,c8c1,102,76,242,mate mateIn1 middlegame oneMove,https://lichess.org/msUQiF3K#63,
uHfoD,415,8/2R5/p4R2/1p1r3k/7p/5N2/P4PPP/6K1 b - - 0 38,d5d1 f3e1 d1e1,109,89,677,backRankMate endgame mate mateIn2 short,https://lichess.org/HSHdk0c4#75,
BxGTe,416,5k1r/ppr1nppp/8/8/8/8/P1P1BPPP/3RK2R w K - 0 19,d1d8,103,81,122,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/k9Zis8aT/black#36,Vienna_Game Vienna_Game_Anderssen_Defense
eGPAF,416,2k5/p5pp/2K5/1p6/8/1PP5/4r2P/5R2 w - - 2 32,f1f8 e2e8 f8e8,106,45,227,endgame mate mateIn2 rookEndgame short,https://lichess.org/pici1HLG/black#62,
AMC60,416,7k/5rpp/2p5/p7/P7/8/2P3PP/4R1K1 w - - 0 29,e1e8 f7f8 e8f8,115,95,926,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/eOwu1UKI/black#56,
5Ckix,416,r2k1bQ1/pb1p2p1/1pqPp3/1N2P1p1/2Pp4/3B4/PP4PP/R4RK1 b - - 0 18,c6g2,112,100,154,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Y8d9ACFU#35,English_Defense English_Defense_Other_variations
gB9IY,416,4r3/p1k1r3/1pp4p/6p1/2PQ1pnP/P7/2P2PP1/3R2K1 b - - 0 31,e7e1 d1e1 e8e1,121,79,560,endgame master mate mateIn2 short,https://lichess.org/bT2A0drg#61,
Ks8Rq,416,3r1rk1/p1p2pb1/4b2p/2p1N1p1/4R3/6B1/PPP2PPP/RN4K1 b - - 0 17,d8d1 e4e1 d1e1,122,90,1456,backRankMate mate mateIn2 middlegame short,https://lichess.org/KvjCwmtF#33,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
ODOmH,416,6k1/5pp1/2p3p1/pq1n4/8/2P2PP1/1P1Q3P/4B2K b - - 0 39,b5f1,113,98,821,endgame master mate mateIn1 oneMove,https://lichess.org/kORQdxuD#77,
TYgut,417,r3r1k1/pp3b1p/2p1q1pB/5p2/3Q4/P1P5/1P1R1PPP/R5K1 b - - 5 28,e6e1 a1e1 e8e1,110,97,457,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/fPbnX1sG#55,
iZDOr,417,3r2k1/p3bppp/1pN2n2/2pr4/5B2/4P3/PP3PPP/2RR2K1 b - - 8 21,d5d1 c1d1 d8d1,87,60,117,backRankMate mate mateIn2 middlegame short,https://lichess.org/5t3A1JMV#41,
nXsIg,417,3r1k2/1p6/5K1R/2P4P/4pn2/8/5q2/8 w - - 0 54,h6h8,99,100,161,endgame master mate mateIn1 oneMove,https://lichess.org/L6tPmRzk/black#106,
nL8mM,418,7k/2R3p1/p4p1p/2p5/8/1P1BK2P/1r1r2P1/8 w - - 8 40,c7c8,103,100,161,endgame mate mateIn1 oneMove,https://lichess.org/8QkN5c8N/black#78,
R0Ya9,418,5rk1/p1p3p1/1pP1R2p/4N2Q/3Pp3/qP2Rp2/P4P1P/7K b - - 0 38,a3c1 e3e1 c1e1,90,100,91,endgame kingsideAttack mate mateIn2 short,https://lichess.org/yWZ5VGLW#75,
QiOSn,418,5rk1/5rbp/Q1p1p1p1/P1PpP3/1P6/2B3R1/6PP/5R1K b - - 0 38,f7f1 a6f1 f8f1,106,73,209,backRankMate mate mateIn2 middlegame short,https://lichess.org/NrB1pdmR#75,
ELCnu,418,6k1/1pR1b1p1/p2r1p2/4p3/7p/P3P2P/1P3PPB/6K1 b - - 0 26,d6d1,101,100,497,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/mHUa2n0X#51,
BDzGN,418,6k1/5ppp/p4P2/3R4/P3r3/1p4P1/1P4P1/6K1 w - - 0 34,d5d8 e4e8 d8e8,111,91,194,endgame master mate mateIn2 rookEndgame short,https://lichess.org/w71cBAld/black#66,
IxOUH,418,r1b1r1k1/1pp2pPn/p2q3p/8/3pP3/2N2Q1P/PPP3P1/3R1RK1 w - - 0 19,f3f7,88,67,158,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/kU6GDJ24/black#36,Ruy_Lopez Ruy_Lopez_Other_variations
bRsX5,418,8/5k1B/3R1B2/2r3p1/7n/8/1P3PPP/6K1 b - - 0 36,c5c1 d6d1 c1d1,111,91,640,endgame mate mateIn2 short,https://lichess.org/16LwNzni#71,
sw5T4,419,6k1/R4Npp/8/8/2P5/1P1nr3/P5PP/6K1 b - - 0 22,e3e1,105,77,243,endgame mate mateIn1 oneMove,https://lichess.org/pByfzuHC#43,
vvBDh,419,3q3k/6rp/pp3p2/4pP2/P1r4P/8/1PP2P2/2KR2R1 w - - 0 26,d1d8 g7g8 g1g8,104,80,317,endgame mate mateIn2 short,https://lichess.org/o2th92gY/black#50,
yksCO,419,r2qk1r1/pp3p1p/2p5/2bp4/3NP3/1P3Q2/P5PP/R4RK1 w q - 1 19,f3f7,92,100,461,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/MDFVhxgZ/black#36,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
0a6W7,419,r1b1k2r/p4p2/2p1p2p/6B1/2p5/6P1/PP2Pb1P/RN1R3K w kq - 0 15,d1d8,97,100,211,mate mateIn1 middlegame oneMove,https://lichess.org/NFxJSEr6/black#28,Queens_Pawn_Game Queens_Pawn_Game_Symmetrical_Variation
3Crhj,419,5r1k/1p5p/p1nQ2pr/4p2P/6P1/P1P2P2/2P4K/8 w - - 2 37,d6f8,108,83,683,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/hOxkhDxs/black#72,
aJmxu,419,1r1qk1nr/3nbppp/pp2p3/4P3/2Pp4/2NB1Q2/PP4PP/R1B2RK1 w k - 0 13,f3f7,109,90,527,attackingF2F7 master mate mateIn1 oneMove opening,https://lichess.org/9vTK1rE2/black#24,Horwitz_Defense Horwitz_Defense_Other_variations
mGiaS,419,6k1/R4ppp/p7/1p3p2/3r4/P4P1P/1P6/2K5 w - - 0 25,a7a8 d4d8 a8d8,103,93,867,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/eA9QN92Q/black#48,
56raV,419,4b1k1/prp3pp/3r1p2/3p2N1/3P4/2P4P/PP3PP1/4R1K1 w - - 0 26,e1e8,110,82,577,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/z1kd28hy/black#50,
zaFi7,420,8/2B4p/2R2p1k/4p1p1/1P6/1q2Q3/5PPP/3R2K1 b - - 0 34,b3d1 e3e1 d1e1,99,68,233,endgame hangingPiece mate mateIn2 short,https://lichess.org/djutakGa#67,
